구,동,공사명,신청자,처리상태,도로,포장,주소,착공일,준공일,공사일수
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,구도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,기타,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,구도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(2)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,구도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,기타,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,구도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,구도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,기타,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,구도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,"교대역 인근 서초중앙로 지중화 관로공사_A2,보도(1)",(주)LG유플러스,착공계 접수,특별시도,보도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,교대역 인근 서초중앙로 지중화 관로공사_A1(3),(주)LG유플러스,착공계 접수,특별시도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,교대역 인근 서초중앙로 지중화 관로공사_A1(2),(주)LG유플러스,착공계 접수,특별시도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
서초구,서초동,교대역 인근 서초중앙로 지중화 관로공사_A1_(1),(주)LG유플러스,착공계 접수,특별시도,차도,서초구 서초동   1573-5 ~ 서초동   1576-2,2022-05-24,2022-11-30,190.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,특별시도,보도,강남구 논현동   279-37 ~ 논현동   279-37,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,특별시도,보도,강남구 논현동   279-37 ~ 논현동   279-37,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,특별시도,차도,강남구 논현동   279-37 ~ 논현동   279-37,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,특별시도,차도,강남구 논현동   279-37 ~ 논현동   279-37,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 논현동   279-77 ~ 논현동   279-77,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 논현동   279-36 ~ 논현동   279-36,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 논현동   279-17 ~ 논현동   279-17,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 논현동   74-30 ~ 논현동   74-30,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 논현동   279-79 ~ 논현동   279-81,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 논현동   279-81 ~ 논현동   279-81,2022-04-04,2022-11-30,240.0
강남구,논현동,논현로(1차) 지중화공사,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 논현동   279-81 ~ 논현동   279-81,2022-04-04,2022-11-30,240.0
용산구,동자동,"동암간53L3외 노후경사전주 교체공사(361120213331,이엔티,박철)",한국전력공사 마포용산지사,착공계 접수,구도,차도,용산구 동자동   35-41 ~ 동자동   35-41부근,2022-06-16,2022-08-14,59.0
용산구,동자동,"동암간53L3외 노후경사전주 교체공사(361120213331,이엔티,박철)",한국전력공사 마포용산지사,착공계 접수,구도,차도,용산구 동자동   19-87 ~ 동자동   19-87부근,2022-06-16,2022-08-14,59.0
송파구,잠실동,송파구 잠실동 183-4번지 앞 도시가스 인입배관 공사,코원에너지서비스(주),착공계 접수,구도,차도,송파구 잠실동   183-4 ~ 잠실동   183-4,2022-06-13,2022-07-31,48.0
성북구,정릉동,정릉진입로(아리랑로19길) 지중화공사,㈜KT 수도권강북고객본부 월곡지점,착공계 접수,구도,차도,성북구 정릉동   정릉동 986 ~ 정릉동   정릉동 635-4,2022-04-29,2022-11-30,215.0
강남구,청담동,"삼성로SW 52C 해가해지 철거공사(정안,함동규)(차도)",한국전력공사 강남지사,착공계 접수,구도,차도,강남구 청담동   77-39 ~ 청담동   77-39,2022-05-26,2022-06-30,35.0
서초구,서초동,지하철승강편의시설(3-7공구)교대역 11번 상수도이설(보도),서울교통공사,착공계 접수,특별시도,보도,서초구 서초동   1715-7 ~ 서초동   1715-7,2022-01-10,2022-11-30,324.0
서초구,서초동,지하철승강편의시설(3-7공구)교대역 11번 상수도이설(보도),서울교통공사,착공계 접수,특별시도,보도,서초구 서초동   1715-7 ~ 서초동   1715-7,2022-01-10,2022-11-30,324.0
서초구,서초동,지하철승강편의시설(3-7공구)교대역13번 상수도이설(보도),서울교통공사,착공계 접수,특별시도,보도,서초구 서초동   1657-11 ~ 서초동   1657-11,2022-01-10,2022-11-30,324.0
용산구,후암동,"2020년 용산구 관내 상수도공사 (후암동 443-8, 시설물 설치)",중부수도사업소(급수운영과),착공계 접수,구도,차도,용산구 후암동   443-8 ~ 후암동   443-8,2022-04-20,2022-06-21,62.0
강남구,대치동,하나_대치동(주)바실리체 주택용전력 950KW 신설_함동규_강남71A_신설,한국전력공사 강남지사,착공계 접수,특별시도,보도,강남구 대치동   942-3 ~ 대치동   942-3,2022-06-02,2022-06-30,28.0
관악구,봉천동,@봉천동912-26 관악구청 순환로44TR 이설공사,한국전력공사 관악동작지사,착공계 접수,특별시도,보도,관악구 봉천동   912-26 ~ 봉천동   912-26,2022-05-26,2022-12-30,218.0
강남구,대치동,도곡초등학교 지중화 공사(보도),한국전력공사 남서울사업본부(직할),착공계 접수,구도,보도,강남구 대치동   936-18 ~ 대치동   923-5,2021-12-06,2022-06-30,206.0
관악구,봉천동,봉천로49길15(봉천동871-14)불량전주교체공사,㈜KT 서울남부마케팅단 관악지사,착공계 접수,구도,차도,관악구 봉천동   871-14 ~ 봉천동   871-14,2022-03-31,2022-12-31,275.0
성북구,정릉동,전강9번)성북구 정릉진입로 지중화공사-2 - 평해기전 - 김응배,한국전력공사 강북성북지사,착공계 접수,구도,차도,성북구 정릉동   506-19 ~ 정릉동   506-100,2022-05-11,2022-11-30,203.0
성북구,정릉동,전강9번)성북구 정릉진입로 지중화공사-2 - 평해기전 - 김응배,한국전력공사 강북성북지사,착공계 접수,구도,차도,성북구 정릉동   506-38 ~ 정릉동   506-46,2022-05-11,2022-11-30,203.0
성북구,정릉동,전강9번)성북구 정릉진입로 지중화공사-2 - 평해기전 - 김응배,한국전력공사 강북성북지사,착공계 접수,구도,차도,성북구 정릉동   506-66 ~ 정릉동   5506-160,2022-05-11,2022-11-30,203.0
성북구,정릉동,전강9번)성북구 정릉진입로 지중화공사-2 - 평해기전 - 김응배,한국전력공사 강북성북지사,착공계 접수,구도,차도,성북구 정릉동   506-9 ~ 정릉동   506-24,2022-05-11,2022-11-30,203.0
성북구,정릉동,전강9번)성북구 정릉진입로 지중화공사-2 - 평해기전 - 김응배,한국전력공사 강북성북지사,착공계 접수,구도,차도,성북구 정릉동   966-167 ~ 정릉동   506-41,2022-05-11,2022-11-30,203.0
성북구,정릉동,전강9번)성북구 정릉진입로 지중화공사-1 - 평해기전 - 김응배,한국전력공사 강북성북지사,착공계 접수,구도,차도,성북구 정릉동   446-4 ~ 정릉동   506-7,2022-05-11,2022-11-30,203.0
종로구,숭인동,2021 창신숭인 도시재생 노후하수관로 종합정비공사,종로구 치수과,착공계 접수,구도,차도,종로구 숭인동   종로56길5-7 ~ 숭인동   종로58길18,2022-03-18,2022-06-30,104.0
종로구,창신동,2021 창신숭인 도시재생 노후하수관로 종합정비공사,종로구 치수과,착공계 접수,구도,차도,종로구 창신동   종로44길 61 ~ 창신동   종로44길 64,2022-03-18,2022-06-30,104.0
송파구,삼전동,서울시 동남권지역 전기공급시설 전력구공사,한국전력공사 경인건설본부,착공계 접수,기타,기타,송파구 삼전동   20 ~ 삼전동   21,2022-01-01,2022-12-31,364.0
노원구,공릉동,공릉 외 1역 승강편의시설 설치공사(44공구)_공릉역(차도),서울교통공사,착공계 접수,구도,차도,노원구 공릉동   공릉동 385-4 공릉역 1번 출입구 일대 ~ 공릉동   공릉동 385-4 공릉역 1번 출입구 일대,2021-07-01,2023-03-12,619.0
노원구,공릉동,공릉 외 1역 승강편의시설 설치공사(44공구)_ 공릉역(보도),서울교통공사,착공계 접수,특별시도,보도,노원구 공릉동   공릉동 385-4 공릉역 1번 출입구 일대 ~ 공릉동   공릉동 385-4 공릉역 1번 출입구 일대,2021-07-01,2023-03-12,619.0
송파구,장지동,(심의166)  공릉 외 1역 승강편의시설 설치공사(44공구)-장지역,서울교통공사,착공계 접수,특별시도,보도,송파구 장지동   201-5 장지역 1번 출입구 일대 ~ 장지동   201-5 장지역 1번 출입구 일대,2021-07-01,2023-03-12,619.0
금천구,가산동,7호선 가산디지털단지역 출입구 신설공사(43공구),서울교통공사,착공계 접수,구도,차도/보도,금천구 가산동   가산동 371-12 가산디지털단지역 인근 이랜드앞 일대 ~ 가산동   가산동 371-12 가산디지털단지역 인근 이랜드앞 일대,2021-07-02,2023-03-05,611.0
종로구,창신동,2021 창신숭인 도시재생 노후하수관로 종합정비공사,종로구 치수과,착공계 접수,구도,차도,종로구 창신동   종로50길 3 ~ 창신동   종로50길 37,2022-03-18,2022-06-30,104.0
종로구,창신동,2021 창신숭인 도시재생 노후하수관로 종합정비공사,종로구 치수과,착공계 접수,구도,차도,종로구 창신동   종로50길34 ~ 창신동   종로50길34,2022-03-18,2022-06-30,104.0
관악구,신림동,2021년 신안산공사구간 지장이전(신림동1675호),㈜KT 서울남부마케팅단 구로지사,착공계 접수,특별시도,차도,관악구 신림동   1675호 ~ 신림동   1675호,2022-03-31,2022-07-30,121.0
관악구,신림동,2021년 신안산공사구간 지장이전(신림동1675호),㈜KT 서울남부마케팅단 구로지사,착공계 접수,특별시도,차도/보도,관악구 신림동   1675호 ~ 신림동   1675호,2022-03-31,2022-07-30,121.0
종로구,창신동,2021 창신숭인 도시재생 노후하수관로 종합정비공사,종로구 치수과,착공계 접수,구도,차도,종로구 창신동   종로 50길 2 ~ 창신동   청계천로 307,2022-03-18,2022-06-30,104.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-49 ~ 대치동   1011-49,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-62 ~ 대치동   1011-53,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-73 ~ 대치동   1011-64,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-64 ~ 대치동   1011-64,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   917-14 ~ 대치동   917-14,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-62 ~ 대치동   917-22,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   919-18 ~ 대치동   919-18,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-62 ~ 대치동   1011-64,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-73 ~ 대치동   1011-62,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,구도,차도,강남구 대치동   1011-84 ~ 대치동   1011-84,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,특별시도,보도,강남구 대치동   1026 ~ 대치동   1026,2021-12-06,2022-06-30,206.0
강남구,대치동,도곡초등학교 지중화,한국전력공사 남서울사업본부(직할),착공계 접수,특별시도,차도,강남구 대치동   1026 ~ 대치동   1026,2021-12-06,2022-06-30,206.0
중구,장충동2가,동대입구역 2번출구 엘리베이터 설치공사,서울교통공사,착공계 접수,특별시도,차도,중구 장충동2가   199-3 ~ 장충동2가   199-3,2021-12-06,2022-08-31,268.0
서대문구,현저동,지하철 승강편의시설 토목건축공사(3-6공구),서울교통공사,착공계 접수,특별시도,차도,서대문구 현저동   통일로 17 ~ 현저동   통일로 17,2022-01-10,2022-11-19,313.0
서대문구,현저동,지하철 승강편의시설 토목건축공사(3-6공구),서울교통공사,착공계 접수,특별시도,차도,서대문구 현저동   통일로 17 ~ 현저동   통일로 17,2022-01-10,2022-11-19,313.0
은평구,대조동,지하철승강편의시설(3-9공구)상수도이설,서울교통공사,착공계 접수,특별시도,보도,은평구 대조동   15-9 ~ 대조동   15-9,2022-03-01,2022-07-31,152.0
은평구,대조동,지하철승강편의시설(3-9공구)상수도이설,서울교통공사,착공계 접수,특별시도,차도,은평구 대조동   15-9 ~ 대조동   15-9,2022-03-01,2022-07-31,152.0
서대문구,현저동,지하철 승강편의시설 토목건추공사(3-6공구),서울교통공사,착공계 접수,특별시도,차도,서대문구 현저동   통일로 7 ~ 현저동   통일로 7,2022-01-10,2022-11-19,313.0
서초구,서초동,지하철 승강편의시설(3-7공구)(교대역13번출구 하수관 이설공사),서울교통공사,착공계 접수,특별시도,차도,서초구 서초동   1657-5 ~ 서초동   1657-5,2022-01-10,2022-11-30,324.0
서초구,서초동,지하철 승강편의시설(3-7공구)(교대역13번출구 상수관 이설공사),서울교통공사,착공계 접수,특별시도,차도,서초구 서초동   1657-5 ~ 서초동   1657-5,2022-01-10,2022-11-30,324.0
서초구,서초동,지하철승강편의시설(3-7공구)(교대역11번출구 하수관 이설공사),서울교통공사,착공계 접수,특별시도,차도,서초구 서초동   1715-6 ~ 서초동   1715-6,2022-01-10,2022-11-30,324.0
서초구,서초동,지하철 승강편의시설 토목건축공사(3-7공구),서울교통공사,착공계 접수,특별시도,차도,서초구 서초동   1715-6 ~ 서초동   1715-6,2022-01-10,2022-11-30,324.0
서초구,서초동,지하철 승강편의시설 토목건축공사(3-7공구),서울교통공사,착공계 접수,특별시도,보도,서초구 서초동   1715-7 ~ 서초동   1715-7,2022-01-10,2022-11-30,324.0
종로구,숭인동,창신숭인 도시재생선도지역 노후하수관로 종합정비공사,종로구 치수과,착공계 접수,구도,차도,종로구 숭인동   1423 ~ 숭인동   1422,2022-03-21,2022-06-30,101.0
종로구,창신동,창신숭인 도시재생선도지역 노후하수관로 종합정비공사,종로구 치수과,착공계 접수,특별시도,보도,종로구 창신동   526-5 ~ 창신동   525,2022-03-21,2022-07-31,132.0
서초구,서초동,지하철 승강편의시설 교대역 11번출구 에스컬레이터 설치공사,서울교통공사,착공계 접수,특별시도,차도,서초구 서초동   1715-7 ~ 서초동   1715-7,2022-01-10,2022-11-30,324.0
서초구,서초동,지하철 승강편의시설 토목건축공사(3-7공구),서울교통공사,착공계 접수,특별시도,보도,서초구 서초동   1715-7 ~ 서초동   1715-7,2022-01-10,2022-11-30,324.0
은평구,대조동,지하철 승강편의시설 토목건축공사(3-9공구),서울교통공사,착공계 접수,특별시도,차도,은평구 대조동   15-1 ~ 대조동   15-1,2022-03-01,2022-07-31,152.0
은평구,대조동,지하철 승강편의시설 토목건축공사(3-9공구),서울교통공사,착공계 접수,특별시도,보도,은평구 대조동   15-1 ~ 대조동   15-1,2022-03-01,2022-07-31,152.0
서대문구,현저동,지하철 승강편의시설 토목건축공사(3-6공구) 독립문역,서울교통공사,착공계 접수,특별시도,차도/보도,서대문구 현저동   102-49도(독립문역 4번출구) ~ 현저동   102-53도(독립문역 4번출구,2022-03-02,2022-11-19,262.0
광진구,능동,군자역 8번 출입구 승강편의시설 설치공사(에스컬레이터),서울특별시 도시철도공사,착공계 접수,특별시도,차도,광진구 능동   천호대로 550(군자역 8번 출입구 인근) ~ 능동   천호대로 550(군자역 8번 출입구 인근,2022-02-23,2022-08-31,189.0
광진구,능동,군자역 8번 출입구 승강편의시설 설치공사(에스컬레이터),서울특별시 도시철도공사,착공계 접수,특별시도,보도,광진구 능동   천호대로 550(군자역 8번 출입구 인근) ~ 능동   천호대로 550(군자역 8번 출입구 인근,2022-02-23,2022-08-31,189.0
노원구,상계동,노원 외 1역 승강편의시설 설치공사(노원역),서울특별시 도시철도공사,착공계 접수,특별시도,차도/보도,노원구 상계동   동일로 1409(노원역 5번 출입구 인근) ~ 상계동   동일로 1409(노원역 5번 출입구 인근,2021-08-17,2022-06-30,317.0
강서구,화곡동,"까치산 외 1역 승강편의시설 설치공사(39공구, 까치산역)_원인자",서울특별시 도시철도공사,착공계 접수,특별시도,차도/보도,강서구 화곡동   강서로 38 ~ 화곡동   강서로 38,2021-09-08,2022-06-30,295.0
서초구,서초동,교대역 13출구 엘리베이터 설치공사,서울교통공사,착공계 접수,특별시도,차도,서초구 서초동   서초중앙로 116일원 ~ 서초동   서초중앙로 116일원,2022-01-10,2022-11-30,324.0
서초구,서초동,교대역 13출구 엘리베이터 설치공사,서울교통공사,착공계 접수,특별시도,보도,서초구 서초동   서초중앙로 116일원 ~ 서초동   서초중앙로 116일원,2022-01-10,2022-11-30,324.0
